implementation,revision,workload,seed,entries,allocated_handles,writers,repeat,seconds,ops,p50_ns,p95_ns,p99_ns,peak_rss_bytes,arena_bytes,bytes_per_handle,result_hash,errors,active_scan_ns,frozen_first_scan_ns,frozen_ready_scan_ns,phase,elapsed_ns,index_insert_ns,allocate_and_insert_ns,active_scan_ns_phase,freeze_prepare_ns,first_frozen_scan_ns,ready_frozen_scan_ns
skiplist,fdece4e,ascending,20260921,1024,1024,8,0,0.000316666,1024,NA,NA,NA,6045696,64048,62,16340194407465152223,0,52750,51292,51250,all,471958,316666,316666,52750,0,51292,51250
radix,fdece4e,ascending,20260921,1024,1024,8,0,0.000442583,1024,NA,NA,NA,6144000,199048,194,16340194407465152223,0,55875,56792,51416,all,612041,442583,442583,55875,5375,56792,51416
radix,fdece4e,ascending,20260921,1024,1024,8,0,0.000384083,1024,NA,NA,NA,6111232,196744,192,16340194407465152223,0,60000,56625,51250,all,557166,384083,384083,60000,5208,56625,51250
vector,fdece4e,ascending,20260921,1024,1024,8,0,0.000288542,1024,NA,NA,NA,6127616,43671,42,16340194407465152223,0,173458,162125,51667,all,675792,288542,288542,173458,0,162125,51667
skiplist,fdece4e,ascending,20260921,1024,1024,8,0,0.0002885,1024,NA,NA,NA,5996544,63720,62,16340194407465152223,0,52583,51292,51250,all,443667,288500,288500,52583,42,51292,51250
vector,fdece4e,ascending,20260921,1024,1024,8,0,0.000317959,1024,NA,NA,NA,6209536,43651,42,16340194407465152223,0,173208,161917,48291,all,701583,317959,317959,173208,208,161917,48291
skiplist,fdece4e,ascending,20260921,1024,1024,8,0,0.000306167,1024,NA,NA,NA,6012928,64400,62,16340194407465152223,0,52500,51375,51375,all,461458,306167,306167,52500,41,51375,51375
radix,fdece4e,ascending,20260921,1024,1024,8,0,0.000402708,1024,NA,NA,NA,6127616,200560,195,16340194407465152223,0,54125,56459,51333,all,569542,402708,402708,54125,4917,56459,51333
radix,fdece4e,ascending,20260921,1024,1024,8,0,0.000383625,1024,NA,NA,NA,6094848,200088,195,16340194407465152223,0,57750,56500,51375,all,554417,383625,383625,57750,5167,56500,51375
vector,fdece4e,ascending,20260921,1024,1024,8,0,0.000399625,1024,NA,NA,NA,6111232,43651,42,16340194407465152223,0,174208,166000,51334,all,791208,399625,399625,174208,41,166000,51334
skiplist,fdece4e,ascending,20260921,1024,1024,8,0,0.000382375,1024,NA,NA,NA,6078464,64608,63,16340194407465152223,0,52666,51375,51292,all,537708,382375,382375,52666,0,51375,51292
vector,fdece4e,random,20260921,1024,1024,1,0,0.000160542,1024,NA,NA,NA,5832704,42436,41,16340194407465152223,0,185500,193875,51875,all,591834,160542,160542,185500,42,193875,51875
skiplist,fdece4e,random,20260921,1024,1024,1,0,0.000418083,1024,NA,NA,NA,5767168,61008,59,16340194407465152223,0,54208,51250,51334,all,574875,418083,418083,54208,0,51250,51334
radix,fdece4e,random,20260921,1024,1024,1,0,0.000275875,1024,NA,NA,NA,5865472,183440,179,16340194407465152223,0,55500,53875,49500,all,439041,275875,275875,55500,4291,53875,49500
radix,fdece4e,random,20260921,1024,1024,1,0,0.000275416,1024,NA,NA,NA,5898240,183440,179,16340194407465152223,0,55292,56083,51542,all,442958,275416,275416,55292,4625,56083,51542
vector,fdece4e,random,20260921,1024,1024,1,0,0.000158959,1024,NA,NA,NA,5865472,42436,41,16340194407465152223,0,178458,169958,53750,all,561125,158959,158959,178458,0,169958,53750
skiplist,fdece4e,random,20260921,1024,1024,1,0,0.000327917,1024,NA,NA,NA,5799936,60936,59,16340194407465152223,0,53208,49500,49334,all,480001,327917,327917,53208,42,49500,49334
vector,fdece4e,random,20260921,1024,1024,1,0,0.000180875,1024,NA,NA,NA,5849088,42436,41,16340194407465152223,0,182292,212792,57583,all,633584,180875,180875,182292,42,212792,57583
skiplist,fdece4e,random,20260921,1024,1024,1,0,0.000330625,1024,NA,NA,NA,5767168,60736,59,16340194407465152223,0,53125,49458,49750,all,482958,330625,330625,53125,0,49458,49750
radix,fdece4e,random,20260921,1024,1024,1,0,0.000287708,1024,NA,NA,NA,5865472,183440,179,16340194407465152223,0,54084,55958,51458,all,453667,287708,287708,54084,4459,55958,51458
radix,fdece4e,random,20260921,1024,1024,1,0,0.000274958,1024,NA,NA,NA,5865472,183440,179,16340194407465152223,0,55459,56333,49500,all,440958,274958,274958,55459,4708,56333,49500
vector,fdece4e,random,20260921,1024,1024,1,0,0.000163459,1024,NA,NA,NA,5849088,42436,41,16340194407465152223,0,186416,178750,51417,all,580084,163459,163459,186416,42,178750,51417
skiplist,fdece4e,random,20260921,1024,1024,1,0,0.000393459,1024,NA,NA,NA,5783552,60952,59,16340194407465152223,0,55208,51333,51375,all,551417,393459,393459,55208,42,51333,51375
vector,fdece4e,random,20260921,1024,1024,1,0,0.000159667,1024,NA,NA,NA,5849088,42436,41,16340194407465152223,0,180125,169500,48333,all,557625,159667,159667,180125,0,169500,48333
skiplist,fdece4e,random,20260921,1024,1024,1,0,0.000330834,1024,NA,NA,NA,5799936,60864,59,16340194407465152223,0,53375,49500,49500,all,483209,330834,330834,53375,0,49500,49500
radix,fdece4e,random,20260921,1024,1024,1,0,0.000271792,1024,NA,NA,NA,5881856,183440,179,16340194407465152223,0,54708,53917,49500,all,434250,271792,271792,54708,4333,53917,49500
radix,fdece4e,random,20260921,1024,1024,4,0,0.000286625,1024,NA,NA,NA,6045696,196936,192,16340194407465152223,0,54459,57375,51333,all,455667,286625,286625,54459,5875,57375,51333
vector,fdece4e,random,20260921,1024,1024,4,0,0.000256333,1024,NA,NA,NA,6242304,43711,42,16340194407465152223,0,184375,174542,51375,all,666625,256333,256333,184375,0,174542,51375
skiplist,fdece4e,random,20260921,1024,1024,4,0,0.000270792,1024,NA,NA,NA,6012928,63576,62,16340194407465152223,0,52417,51458,51333,all,426000,270792,270792,52417,0,51458,51333
vector,fdece4e,random,20260921,1024,1024,4,0,0.000426,1024,NA,NA,NA,6045696,43711,42,16340194407465152223,0,347708,326834,106000,all,1206667,426000,426000,347708,125,326834,106000
skiplist,fdece4e,random,20260921,1024,1024,4,0,0.000404959,1024,NA,NA,NA,5947392,63600,62,16340194407465152223,0,52958,51333,51250,all,560500,404959,404959,52958,0,51333,51250
radix,fdece4e,random,20260921,1024,1024,4,0,0.000260375,1024,NA,NA,NA,6144000,195792,191,16340194407465152223,0,55042,56333,51375,all,428041,260375,260375,55042,4916,56333,51375
radix,fdece4e,random,20260921,1024,1024,4,0,0.000342042,1024,NA,NA,NA,5996544,197064,192,16340194407465152223,0,59000,56333,51375,all,513583,342042,342042,59000,4833,56333,51375
vector,fdece4e,random,20260921,1024,1024,4,0,0.000278416,1024,NA,NA,NA,6209536,43711,42,16340194407465152223,0,183250,168875,48292,all,678874,278416,278416,183250,41,168875,48292
skiplist,fdece4e,random,20260921,1024,1024,4,0,0.000244334,1024,NA,NA,NA,6045696,63512,62,16340194407465152223,0,52541,51292,51500,all,399709,244334,244334,52541,42,51292,51500
vector,fdece4e,random,20260921,1024,1024,4,0,0.000276375,1024,NA,NA,NA,6193152,43691,42,16340194407465152223,0,186542,172417,49500,all,684834,276375,276375,186542,0,172417,49500
skiplist,fdece4e,random,20260921,1024,1024,4,0,0.00035375,1024,NA,NA,NA,5898240,63296,61,16340194407465152223,0,52541,51625,51417,all,509375,353750,353750,52541,42,51625,51417
radix,fdece4e,random,20260921,1024,1024,4,0,0.000285542,1024,NA,NA,NA,6275072,195920,191,16340194407465152223,0,54083,56333,51459,all,452250,285542,285542,54083,4833,56333,51459
radix,fdece4e,random,20260921,1024,1024,4,0,0.000305708,1024,NA,NA,NA,6127616,195584,191,16340194407465152223,0,54375,56084,51333,all,472125,305708,305708,54375,4625,56084,51333
vector,fdece4e,random,20260921,1024,1024,4,0,0.000274208,1024,NA,NA,NA,6225920,43691,42,16340194407465152223,0,182750,171750,49542,all,678292,274208,274208,182750,42,171750,49542
skiplist,fdece4e,random,20260921,1024,1024,4,0,0.000369667,1024,NA,NA,NA,5914624,64136,62,16340194407465152223,0,52333,51542,51250,all,524792,369667,369667,52333,0,51542,51250
radix,fdece4e,random,20260921,1024,1024,8,0,0.000376334,1024,NA,NA,NA,6111232,197288,192,16340194407465152223,0,56250,56458,51375,all,545376,376334,376334,56250,4959,56458,51375
vector,fdece4e,random,20260921,1024,1024,8,0,0.000695125,1024,NA,NA,NA,6062080,43076,42,16340194407465152223,0,188708,178834,51375,all,1114084,695125,695125,188708,42,178834,51375
skiplist,fdece4e,random,20260921,1024,1024,8,0,0.000317958,1024,NA,NA,NA,6012928,63792,62,16340194407465152223,0,53250,51208,51292,all,473708,317958,317958,53250,0,51208,51292
vector,fdece4e,random,20260921,1024,1024,8,0,0.000309625,1024,NA,NA,NA,6094848,43671,42,16340194407465152223,0,185875,182958,51417,all,729875,309625,309625,185875,0,182958,51417
skiplist,fdece4e,random,20260921,1024,1024,8,0,0.000408084,1024,NA,NA,NA,6029312,64208,62,16340194407465152223,0,54000,51458,51208,all,564791,408084,408084,54000,41,51458,51208
radix,fdece4e,random,20260921,1024,1024,8,0,0.000351834,1024,NA,NA,NA,6144000,199480,194,16340194407465152223,0,54750,56333,51333,all,519250,351834,351834,54750,5000,56333,51333
radix,fdece4e,random,20260921,1024,1024,8,0,0.000354667,1024,NA,NA,NA,6307840,199288,194,16340194407465152223,0,54875,56375,51458,all,522209,354667,354667,54875,4834,56375,51458
vector,fdece4e,random,20260921,1024,1024,8,0,0.00028425,1024,NA,NA,NA,6127616,43651,42,16340194407465152223,0,185250,179250,51375,all,700167,284250,284250,185250,42,179250,51375
skiplist,fdece4e,random,20260921,1024,1024,8,0,0.000350333,1024,NA,NA,NA,6029312,63648,62,16340194407465152223,0,52417,51375,56250,all,510417,350333,350333,52417,42,51375,56250
vector,fdece4e,random,20260921,1024,1024,8,0,0.000334834,1024,NA,NA,NA,6144000,43691,42,16340194407465152223,0,186041,177959,51416,all,750250,334834,334834,186041,0,177959,51416
skiplist,fdece4e,random,20260921,1024,1024,8,0,0.00030375,1024,NA,NA,NA,6045696,63552,62,16340194407465152223,0,52292,51333,51292,all,458667,303750,303750,52292,0,51333,51292
radix,fdece4e,random,20260921,1024,1024,8,0,0.000324458,1024,NA,NA,NA,6127616,199296,194,16340194407465152223,0,54667,56417,51291,all,491874,324458,324458,54667,5041,56417,51291
radix,fdece4e,random,20260921,1024,1024,8,0,0.000393667,1024,NA,NA,NA,6160384,198904,194,16340194407465152223,0,57208,56584,51500,all,564209,393667,393667,57208,5250,56584,51500
vector,fdece4e,random,20260921,1024,1024,8,0,0.000301541,1024,NA,NA,NA,6176768,43671,42,16340194407465152223,0,184000,169542,49708,all,704832,301541,301541,184000,41,169542,49708
skiplist,fdece4e,random,20260921,1024,1024,8,0,0.000425542,1024,NA,NA,NA,6045696,63832,62,16340194407465152223,0,54250,51417,61083,all,592292,425542,425542,54250,0,51417,61083
vector,fdece4e,versions,20260921,1024,1024,1,0,0.000175916,1024,NA,NA,NA,5832704,42436,41,3561195745626025575,0,188084,177791,49625,all,591500,175916,175916,188084,84,177791,49625
skiplist,fdece4e,versions,20260921,1024,1024,1,0,0.000330334,1024,NA,NA,NA,5799936,60752,59,3561195745626025575,0,53333,49583,49542,all,482792,330334,330334,53333,0,49583,49542
radix,fdece4e,versions,20260921,1024,1024,1,0,0.000386917,1024,NA,NA,NA,5865472,160832,157,3561195745626025575,0,56167,57208,51500,all,557459,386917,386917,56167,5667,57208,51500
radix,fdece4e,versions,20260921,1024,1024,1,0,0.000303958,1024,NA,NA,NA,5865472,160832,157,3561195745626025575,0,55625,55042,49541,all,469499,303958,303958,55625,5333,55042,49541
vector,fdece4e,versions,20260921,1024,1024,1,0,0.000161625,1024,NA,NA,NA,5832704,42436,41,3561195745626025575,0,179833,169000,48417,all,558916,161625,161625,179833,41,169000,48417
skiplist,fdece4e,versions,20260921,1024,1024,1,0,0.000358084,1024,NA,NA,NA,5783552,60864,59,3561195745626025575,0,53250,49541,49542,all,510417,358084,358084,53250,0,49541,49542
vector,fdece4e,versions,20260921,1024,1024,1,0,0.000159875,1024,NA,NA,NA,5849088,42436,41,3561195745626025575,0,187209,188583,51542,all,587251,159875,159875,187209,42,188583,51542
skiplist,fdece4e,versions,20260921,1024,1024,1,0,0.000343417,1024,NA,NA,NA,5750784,60712,59,3561195745626025575,0,55916,51500,51375,all,502250,343417,343417,55916,42,51500,51375
radix,fdece4e,versions,20260921,1024,1024,1,0,0.000323541,1024,NA,NA,NA,5849088,160832,157,3561195745626025575,0,57209,55125,49541,all,490875,323541,323541,57209,5459,55125,49541
radix,fdece4e,versions,20260921,1024,1024,1,0,0.000314291,1024,NA,NA,NA,5865472,160832,157,3561195745626025575,0,122750,129167,90208,all,691541,314291,314291,122750,35125,129167,90208
vector,fdece4e,versions,20260921,1024,1024,1,0,0.000178541,1024,NA,NA,NA,5898240,42436,41,3561195745626025575,0,190084,174500,49625,all,592750,178541,178541,190084,0,174500,49625
skiplist,fdece4e,versions,20260921,1024,1024,1,0,0.000352416,1024,NA,NA,NA,5750784,60880,59,3561195745626025575,0,53375,49542,49625,all,505000,352416,352416,53375,42,49542,49625
vector,fdece4e,versions,20260921,1024,1024,1,0,0.000153916,1024,NA,NA,NA,5832704,42436,41,3561195745626025575,0,181792,170292,48333,all,554333,153916,153916,181792,0,170292,48333
skiplist,fdece4e,versions,20260921,1024,1024,1,0,0.000337208,1024,NA,NA,NA,5783552,61024,59,3561195745626025575,0,53375,49584,49541,all,489708,337208,337208,53375,0,49584,49541
radix,fdece4e,versions,20260921,1024,1024,1,0,0.000298958,1024,NA,NA,NA,5865472,160832,157,3561195745626025575,0,55459,55041,49584,all,464417,298958,298958,55459,5375,55041,49584
radix,fdece4e,versions,20260921,1024,1024,4,0,0.000264541,1024,NA,NA,NA,6045696,179432,175,3561195745626025575,0,57000,57667,51417,all,436667,264541,264541,57000,6042,57667,51417
vector,fdece4e,versions,20260921,1024,1024,4,0,0.000237791,1024,NA,NA,NA,6225920,43691,42,3561195745626025575,0,193167,176500,48375,all,655874,237791,237791,193167,41,176500,48375
skiplist,fdece4e,versions,20260921,1024,1024,4,0,0.00026925,1024,NA,NA,NA,5898240,64512,63,3561195745626025575,0,53250,52125,52375,all,427000,269250,269250,53250,0,52125,52375
vector,fdece4e,versions,20260921,1024,1024,4,0,0.000339167,1024,NA,NA,NA,6045696,43691,42,3561195745626025575,0,201292,189791,51667,all,781958,339167,339167,201292,41,189791,51667
skiplist,fdece4e,versions,20260921,1024,1024,4,0,0.000613958,1024,NA,NA,NA,5898240,64088,62,3561195745626025575,0,97292,86417,86583,all,884250,613958,613958,97292,0,86417,86583
radix,fdece4e,versions,20260921,1024,1024,4,0,0.000267375,1024,NA,NA,NA,6111232,172744,168,3561195745626025575,0,56917,57833,51459,all,439875,267375,267375,56917,6291,57833,51459
radix,fdece4e,versions,20260921,1024,1024,4,0,0.00031325,1024,NA,NA,NA,6012928,174088,170,3561195745626025575,0,56208,57833,51375,all,484916,313250,313250,56208,6250,57833,51375
vector,fdece4e,versions,20260921,1024,1024,4,0,0.000260125,1024,NA,NA,NA,6209536,43691,42,3561195745626025575,0,197417,179083,48375,all,685041,260125,260125,197417,41,179083,48375
skiplist,fdece4e,versions,20260921,1024,1024,4,0,0.000262625,1024,NA,NA,NA,5947392,63512,62,3561195745626025575,0,52417,51416,51417,all,417916,262625,262625,52417,41,51416,51417
vector,fdece4e,versions,20260921,1024,1024,4,0,0.000491875,1024,NA,NA,NA,6062080,43691,42,3561195745626025575,0,309875,186833,51459,all,1040042,491875,491875,309875,0,186833,51459
skiplist,fdece4e,versions,20260921,1024,1024,4,0,0.00029425,1024,NA,NA,NA,6012928,63640,62,3561195745626025575,0,52583,51500,51292,all,449625,294250,294250,52583,0,51500,51292
radix,fdece4e,versions,20260921,1024,1024,4,0,0.0004895,1024,NA,NA,NA,6012928,174728,170,3561195745626025575,0,469709,59791,55417,all,1081959,489500,489500,469709,7542,59791,55417
radix,fdece4e,versions,20260921,1024,1024,4,0,0.000337375,1024,NA,NA,NA,6144000,169856,165,3561195745626025575,0,64250,58375,51459,all,518167,337375,337375,64250,6708,58375,51459
vector,fdece4e,versions,20260921,1024,1024,4,0,0.000271708,1024,NA,NA,NA,6111232,43691,42,3561195745626025575,0,195917,186333,50542,all,704541,271708,271708,195917,41,186333,50542
skiplist,fdece4e,versions,20260921,1024,1024,4,0,0.000553459,1024,NA,NA,NA,5898240,63304,61,3561195745626025575,0,52625,53166,51417,all,710708,553459,553459,52625,41,53166,51417
radix,fdece4e,versions,20260921,1024,1024,8,0,0.000321292,1024,NA,NA,NA,6078464,167808,163,3561195745626025575,0,57416,58000,51375,all,494583,321292,321292,57416,6500,58000,51375
vector,fdece4e,versions,20260921,1024,1024,8,0,0.000304833,1024,NA,NA,NA,6111232,43691,42,3561195745626025575,0,196125,187458,51667,all,740083,304833,304833,196125,0,187458,51667
skiplist,fdece4e,versions,20260921,1024,1024,8,0,0.000381375,1024,NA,NA,NA,6045696,63656,62,3561195745626025575,0,53583,51459,51416,all,537875,381375,381375,53583,42,51459,51416
vector,fdece4e,versions,20260921,1024,1024,8,0,0.000360458,1024,NA,NA,NA,6144000,43631,42,3561195745626025575,0,197708,178334,48291,all,784791,360458,360458,197708,0,178334,48291
skiplist,fdece4e,versions,20260921,1024,1024,8,0,0.000363917,1024,NA,NA,NA,5980160,63184,61,3561195745626025575,0,53958,51417,51542,all,520834,363917,363917,53958,0,51417,51542
radix,fdece4e,versions,20260921,1024,1024,8,0,0.000371292,1024,NA,NA,NA,6127616,176864,172,3561195745626025575,0,57625,58125,51458,all,545166,371292,371292,57625,6666,58125,51458
radix,fdece4e,versions,20260921,1024,1024,8,0,0.000391708,1024,NA,NA,NA,6144000,175416,171,3561195745626025575,0,57667,57958,51417,all,565208,391708,391708,57667,6458,57958,51417
vector,fdece4e,versions,20260921,1024,1024,8,0,0.000294292,1024,NA,NA,NA,6160384,43691,42,3561195745626025575,0,192958,183500,48750,all,719542,294292,294292,192958,42,183500,48750
skiplist,fdece4e,versions,20260921,1024,1024,8,0,0.000295542,1024,NA,NA,NA,6029312,64288,62,3561195745626025575,0,53208,51542,51458,all,451750,295542,295542,53208,0,51542,51458
vector,fdece4e,versions,20260921,1024,1024,8,0,0.000444541,1024,NA,NA,NA,6094848,43691,42,3561195745626025575,0,203375,188834,51500,all,888250,444541,444541,203375,0,188834,51500
skiplist,fdece4e,versions,20260921,1024,1024,8,0,0.000348625,1024,NA,NA,NA,6045696,63384,61,3561195745626025575,0,53166,51375,51375,all,504583,348625,348625,53166,42,51375,51375
radix,fdece4e,versions,20260921,1024,1024,8,0,0.000394125,1024,NA,NA,NA,6094848,164424,160,3561195745626025575,0,57000,57792,55958,all,571167,394125,394125,57000,6292,57792,55958
radix,fdece4e,versions,20260921,1024,1024,8,0,0.0004465,1024,NA,NA,NA,6127616,165368,161,3561195745626025575,0,60333,57875,51458,all,622541,446500,446500,60333,6375,57875,51458
vector,fdece4e,versions,20260921,1024,1024,8,0,0.000335667,1024,NA,NA,NA,6225920,43671,42,3561195745626025575,0,194500,175583,48334,all,754084,335667,335667,194500,0,175583,48334
skiplist,fdece4e,versions,20260921,1024,1024,8,0,0.00032325,1024,NA,NA,NA,6012928,63712,62,3561195745626025575,0,52584,51666,51417,all,478917,323250,323250,52584,0,51666,51417
vector,fdece4e,ascending,20260921,16384,16384,1,0,0.00179317,16384,NA,NA,NA,7028736,679171,41,10391311361299390019,0,1191583,1077042,845458,all,4907375,1793167,1793167,1191583,125,1077042,845458
