implementation,revision,workload,seed,entries,allocated_handles,writers,repeat,seconds,ops,p50_ns,p95_ns,p99_ns,peak_rss_bytes,arena_bytes,bytes_per_handle,result_hash,errors,active_scan_ns,frozen_first_scan_ns,frozen_ready_scan_ns,phase,elapsed_ns,index_insert_ns,allocate_and_insert_ns,active_scan_ns_phase,freeze_prepare_ns,first_frozen_scan_ns,ready_frozen_scan_ns
vector,fdece4e,ascending,20260921,16384,16384,8,0,0.00128496,16384,NA,NA,NA,7716864,700291,42,10391311361299390019,0,3742208,3429209,823041,all,9279624,1284958,1284958,3742208,208,3429209,823041
skiplist,fdece4e,ascending,20260921,16384,16384,8,0,0.00310996,16384,NA,NA,NA,7274496,1022272,62,10391311361299390019,0,875209,872916,850667,all,5708750,3109958,3109958,875209,0,872916,850667
radix,fdece4e,ascending,20260921,16384,16384,8,0,0.0024335,16384,NA,NA,NA,9568256,3222824,196,10391311361299390019,0,830375,879250,778959,all,5003917,2433500,2433500,830375,81833,879250,778959
radix,fdece4e,ascending,20260921,16384,16384,8,0,0.00274271,16384,NA,NA,NA,9502720,3215344,196,10391311361299390019,0,818458,858125,792542,all,5293417,2742709,2742709,818458,81583,858125,792542
vector,fdece4e,ascending,20260921,16384,16384,8,0,0.00175304,16384,NA,NA,NA,7618560,700311,42,10391311361299390019,0,3681708,3568792,829208,all,9832875,1753042,1753042,3681708,125,3568792,829208
skiplist,fdece4e,ascending,20260921,16384,16384,8,0,0.00262225,16384,NA,NA,NA,7340032,1019552,62,10391311361299390019,0,827541,824167,822250,all,5096250,2622250,2622250,827541,42,824167,822250
vector,fdece4e,random,20260921,16384,16384,1,0,0.001766,16384,NA,NA,NA,7028736,679171,41,10391311361299390019,0,3784208,3738667,820000,all,10108875,1766000,1766000,3784208,0,3738667,820000
skiplist,fdece4e,random,20260921,16384,16384,1,0,0.00590596,16384,NA,NA,NA,6815744,970264,59,10391311361299390019,0,786541,1096750,927292,all,8716542,5905959,5905959,786541,0,1096750,927292
radix,fdece4e,random,20260921,16384,16384,1,0,0.00427321,16384,NA,NA,NA,8798208,2940360,179,10391311361299390019,0,1859667,2367125,1140583,all,9961749,4273208,4273208,1859667,321166,2367125,1140583
radix,fdece4e,random,20260921,16384,16384,1,0,0.00413242,16384,NA,NA,NA,8765440,2940360,179,10391311361299390019,0,1003917,857125,771208,all,6847166,4132416,4132416,1003917,82500,857125,771208
vector,fdece4e,random,20260921,16384,16384,1,0,0.00180942,16384,NA,NA,NA,6995968,679171,41,10391311361299390019,0,3619625,3672917,781333,all,9883375,1809417,1809417,3619625,83,3672917,781333
skiplist,fdece4e,random,20260921,16384,16384,1,0,0.00611121,16384,NA,NA,NA,6815744,968696,59,10391311361299390019,0,955250,808042,799792,all,8674334,6111208,6111208,955250,42,808042,799792
vector,fdece4e,random,20260921,16384,16384,1,0,0.00191254,16384,NA,NA,NA,7159808,679171,41,10391311361299390019,0,5348917,3527666,790542,all,11579667,1912542,1912542,5348917,0,3527666,790542
skiplist,fdece4e,random,20260921,16384,16384,1,0,0.00696354,16384,NA,NA,NA,6832128,969528,59,10391311361299390019,0,1068875,827709,826583,all,9686749,6963541,6963541,1068875,41,827709,826583
radix,fdece4e,random,20260921,16384,16384,1,0,0.00443746,16384,NA,NA,NA,8781824,2940360,179,10391311361299390019,0,1851625,1016500,833208,all,8308042,4437459,4437459,1851625,169250,1016500,833208
radix,fdece4e,random,20260921,16384,16384,1,0,0.00414954,16384,NA,NA,NA,8798208,2940360,179,10391311361299390019,0,1106209,851666,790334,all,6975375,4149541,4149541,1106209,77625,851666,790334
vector,fdece4e,random,20260921,16384,16384,1,0,0.00176725,16384,NA,NA,NA,7028736,679171,41,10391311361299390019,0,3608583,4091000,807625,all,10274458,1767250,1767250,3608583,0,4091000,807625
skiplist,fdece4e,random,20260921,16384,16384,1,0,0.00614667,16384,NA,NA,NA,6815744,970128,59,10391311361299390019,0,837333,806708,826334,all,8617084,6146667,6146667,837333,42,806708,826334
vector,fdece4e,random,20260921,16384,16384,1,0,0.00169812,16384,NA,NA,NA,7028736,679171,41,10391311361299390019,0,3554500,3627375,783291,all,9663291,1698125,1698125,3554500,0,3627375,783291
skiplist,fdece4e,random,20260921,16384,16384,1,0,0.00637604,16384,NA,NA,NA,6832128,969280,59,10391311361299390019,0,808875,771333,811167,all,8767417,6376042,6376042,808875,0,771333,811167
radix,fdece4e,random,20260921,16384,16384,1,0,0.00406158,16384,NA,NA,NA,8814592,2940360,179,10391311361299390019,0,1051416,891584,802958,all,6911876,4061584,4061584,1051416,104334,891584,802958
radix,fdece4e,random,20260921,16384,16384,4,0,0.00438742,16384,NA,NA,NA,9125888,3139808,191,10391311361299390019,0,1271167,1051166,864084,all,7713042,4387417,4387417,1271167,139208,1051166,864084
vector,fdece4e,random,20260921,16384,16384,4,0,0.00150471,16384,NA,NA,NA,7405568,700331,42,10391311361299390019,0,4725583,4844583,791709,all,11866709,1504709,1504709,4725583,125,4844583,791709
skiplist,fdece4e,random,20260921,16384,16384,4,0,0.00198937,16384,NA,NA,NA,7208960,1012888,61,10391311361299390019,0,791916,770917,855500,all,4407750,1989375,1989375,791916,42,770917,855500
vector,fdece4e,random,20260921,16384,16384,4,0,0.000933584,16384,NA,NA,NA,7487488,700331,42,10391311361299390019,0,3621750,3728916,798792,all,9083084,933584,933584,3621750,42,3728916,798792
skiplist,fdece4e,random,20260921,16384,16384,4,0,0.00224696,16384,NA,NA,NA,7274496,1019936,62,10391311361299390019,0,798875,945292,797083,all,4788250,2246958,2246958,798875,42,945292,797083
radix,fdece4e,random,20260921,16384,16384,4,0,0.00686504,16384,NA,NA,NA,9109504,3106064,189,10391311361299390019,0,1571750,1103625,851167,all,10527583,6865041,6865041,1571750,136000,1103625,851167
radix,fdece4e,random,20260921,16384,16384,4,0,0.00477813,16384,NA,NA,NA,9453568,3135320,191,10391311361299390019,0,2973084,1442541,782375,all,10301917,4778125,4778125,2973084,325792,1442541,782375
vector,fdece4e,random,20260921,16384,16384,4,0,0.000954166,16384,NA,NA,NA,7487488,700331,42,10391311361299390019,0,4287750,3776667,819875,all,9838458,954166,954166,4287750,0,3776667,819875
skiplist,fdece4e,random,20260921,16384,16384,4,0,0.00202508,16384,NA,NA,NA,7176192,1017672,62,10391311361299390019,0,790542,802792,803458,all,4421875,2025083,2025083,790542,0,802792,803458
vector,fdece4e,random,20260921,16384,16384,4,0,0.000924333,16384,NA,NA,NA,7503872,700351,42,10391311361299390019,0,3600542,3601208,783083,all,8909250,924333,924333,3600542,84,3601208,783083
skiplist,fdece4e,random,20260921,16384,16384,4,0,0.00201917,16384,NA,NA,NA,7192576,1016016,62,10391311361299390019,0,788584,816416,792500,all,4416707,2019166,2019166,788584,41,816416,792500
radix,fdece4e,random,20260921,16384,16384,4,0,0.00206804,16384,NA,NA,NA,9289728,3144712,191,10391311361299390019,0,3156417,1684667,857083,all,8438541,2068041,2068041,3156417,672333,1684667,857083
radix,fdece4e,random,20260921,16384,16384,4,0,0.00528179,16384,NA,NA,NA,9322496,3128896,190,10391311361299390019,0,1263375,1172000,995083,all,8871750,5281792,5281792,1263375,159500,1172000,995083
vector,fdece4e,random,20260921,16384,16384,4,0,0.000920542,16384,NA,NA,NA,7503872,700331,42,10391311361299390019,0,3731792,3585916,770584,all,9008876,920542,920542,3731792,42,3585916,770584
skiplist,fdece4e,random,20260921,16384,16384,4,0,0.00491367,16384,NA,NA,NA,6946816,1013152,61,10391311361299390019,0,1090667,1311083,893417,all,8208875,4913667,4913667,1090667,41,1311083,893417
radix,fdece4e,random,20260921,16384,16384,8,0,0.00266721,16384,NA,NA,NA,9469952,3150984,192,10391311361299390019,0,960416,940584,1316500,all,5991959,2667209,2667209,960416,107250,940584,1316500
vector,fdece4e,random,20260921,16384,16384,8,0,0.00100042,16384,NA,NA,NA,7569408,700291,42,10391311361299390019,0,3611250,3540750,853625,all,9006125,1000417,1000417,3611250,83,3540750,853625
skiplist,fdece4e,random,20260921,16384,16384,8,0,0.00285708,16384,NA,NA,NA,7405568,1020464,62,10391311361299390019,0,784959,771000,784541,all,5197624,2857083,2857083,784959,41,771000,784541
vector,fdece4e,random,20260921,16384,16384,8,0,0.00153958,16384,NA,NA,NA,7602176,700291,42,10391311361299390019,0,4136000,3975250,855750,all,10506876,1539584,1539584,4136000,292,3975250,855750
skiplist,fdece4e,random,20260921,16384,16384,8,0,0.00633854,16384,NA,NA,NA,7061504,1017224,62,10391311361299390019,0,913959,843125,832000,all,8927625,6338541,6338541,913959,0,843125,832000
radix,fdece4e,random,20260921,16384,16384,8,0,0.00318808,16384,NA,NA,NA,9519104,3145656,191,10391311361299390019,0,3003625,2237958,895000,all,9893500,3188084,3188084,3003625,568833,2237958,895000
radix,fdece4e,random,20260921,16384,16384,8,0,0.00253942,16384,NA,NA,NA,9437184,3153496,192,10391311361299390019,0,1166750,979125,776250,all,5604833,2539416,2539416,1166750,143292,979125,776250
vector,fdece4e,random,20260921,16384,16384,8,0,0.00110925,16384,NA,NA,NA,7585792,700311,42,10391311361299390019,0,3624084,4097125,830125,all,9660667,1109250,1109250,3624084,83,4097125,830125
skiplist,fdece4e,random,20260921,16384,16384,8,0,0.00276783,16384,NA,NA,NA,7323648,1021176,62,10391311361299390019,0,819875,771375,791417,all,5150542,2767833,2767833,819875,42,771375,791417
vector,fdece4e,random,20260921,16384,16384,8,0,0.00251579,16384,NA,NA,NA,7471104,700291,42,10391311361299390019,0,3940666,3596292,798000,all,10850750,2515792,2515792,3940666,0,3596292,798000
skiplist,fdece4e,random,20260921,16384,16384,8,0,0.0062015,16384,NA,NA,NA,7077888,1015480,61,10391311361299390019,0,892791,837000,797834,all,8729125,6201500,6201500,892791,0,837000,797834
radix,fdece4e,random,20260921,16384,16384,8,0,0.0041045,16384,NA,NA,NA,9207808,3152992,192,10391311361299390019,0,3826584,2014125,1109958,all,11726834,4104500,4104500,3826584,671667,2014125,1109958
radix,fdece4e,random,20260921,16384,16384,8,0,0.00233579,16384,NA,NA,NA,9535488,3153704,192,10391311361299390019,0,1046875,905208,960834,all,5356167,2335792,2335792,1046875,107458,905208,960834
vector,fdece4e,random,20260921,16384,16384,8,0,0.00110979,16384,NA,NA,NA,7684096,700271,42,10391311361299390019,0,3799000,4065083,827042,all,9801000,1109792,1109792,3799000,83,4065083,827042
skiplist,fdece4e,random,20260921,16384,16384,8,0,0.00263154,16384,NA,NA,NA,7356416,1017616,62,10391311361299390019,0,890208,927625,840709,all,5290084,2631542,2631542,890208,0,927625,840709
vector,fdece4e,versions,20260921,16384,16384,1,0,0.00174192,16384,NA,NA,NA,7028736,679171,41,4006942161777933379,0,3501167,3473500,771041,all,9487750,1741917,1741917,3501167,125,3473500,771041
skiplist,fdece4e,versions,20260921,16384,16384,1,0,0.00584904,16384,NA,NA,NA,6832128,970072,59,4006942161777933379,0,800417,884583,923042,all,8457083,5849041,5849041,800417,0,884583,923042
radix,fdece4e,versions,20260921,16384,16384,1,0,0.00444,16384,NA,NA,NA,8503296,2664784,162,4006942161777933379,0,850041,987250,837000,all,7209499,4440000,4440000,850041,95208,987250,837000
radix,fdece4e,versions,20260921,16384,16384,1,0,0.00538921,16384,NA,NA,NA,8536064,2664784,162,4006942161777933379,0,1471375,976459,786750,all,8774125,5389208,5389208,1471375,150333,976459,786750
vector,fdece4e,versions,20260921,16384,16384,1,0,0.00227142,16384,NA,NA,NA,7061504,679171,41,4006942161777933379,0,3957125,3583833,793208,all,10605624,2271417,2271417,3957125,41,3583833,793208
skiplist,fdece4e,versions,20260921,16384,16384,1,0,0.00650725,16384,NA,NA,NA,6832128,968936,59,4006942161777933379,0,2464167,1401166,830375,all,11203000,6507250,6507250,2464167,42,1401166,830375
vector,fdece4e,versions,20260921,16384,16384,1,0,0.00171721,16384,NA,NA,NA,7012352,679171,41,4006942161777933379,0,3673833,3672292,822667,all,9886167,1717208,1717208,3673833,167,3672292,822667
skiplist,fdece4e,versions,20260921,16384,16384,1,0,0.00561929,16384,NA,NA,NA,6832128,968520,59,4006942161777933379,0,854209,941166,855042,all,8269708,5619291,5619291,854209,0,941166,855042
radix,fdece4e,versions,20260921,16384,16384,1,0,0.00460958,16384,NA,NA,NA,8519680,2664784,162,4006942161777933379,0,843250,889708,830875,all,7271082,4609583,4609583,843250,97666,889708,830875
radix,fdece4e,versions,20260921,16384,16384,1,0,0.00503883,16384,NA,NA,NA,8519680,2664784,162,4006942161777933379,0,1406084,983125,863750,all,8414542,5038833,5038833,1406084,122750,983125,863750
vector,fdece4e,versions,20260921,16384,16384,1,0,0.00206158,16384,NA,NA,NA,7045120,679171,41,4006942161777933379,0,3997084,3640708,826125,all,10525542,2061583,2061583,3997084,42,3640708,826125
skiplist,fdece4e,versions,20260921,16384,16384,1,0,0.00629404,16384,NA,NA,NA,6848512,970200,59,4006942161777933379,0,2264834,835458,833667,all,10228000,6294041,6294041,2264834,0,835458,833667
vector,fdece4e,versions,20260921,16384,16384,1,0,0.00195304,16384,NA,NA,NA,6995968,679171,41,4006942161777933379,0,3748709,3624708,822833,all,10149416,1953041,1953041,3748709,125,3624708,822833
skiplist,fdece4e,versions,20260921,16384,16384,1,0,0.00597029,16384,NA,NA,NA,6815744,970184,59,4006942161777933379,0,988334,867125,892625,all,8718375,5970291,5970291,988334,0,867125,892625
radix,fdece4e,versions,20260921,16384,16384,1,0,0.00474625,16384,NA,NA,NA,8536064,2664784,162,4006942161777933379,0,1341041,1175625,1011917,all,8437542,4746250,4746250,1341041,162709,1175625,1011917
radix,fdece4e,versions,20260921,16384,16384,4,0,0.00231721,16384,NA,NA,NA,8994816,2806976,171,4006942161777933379,0,1085584,936083,789167,all,5239751,2317208,2317208,1085584,111709,936083,789167
vector,fdece4e,versions,20260921,16384,16384,4,0,0.00116429,16384,NA,NA,NA,7585792,700331,42,4006942161777933379,0,3571166,3503834,838250,all,9077667,1164292,1164292,3571166,125,3503834,838250
skiplist,fdece4e,versions,20260921,16384,16384,4,0,0.00428692,16384,NA,NA,NA,7077888,1013424,61,4006942161777933379,0,861166,839292,830708,all,6818083,4286917,4286917,861166,0,839292,830708
vector,fdece4e,versions,20260921,16384,16384,4,0,0.00106958,16384,NA,NA,NA,7602176,700331,42,4006942161777933379,0,3782125,3720916,804125,all,9376875,1069584,1069584,3782125,125,3720916,804125
skiplist,fdece4e,versions,20260921,16384,16384,4,0,0.00255246,16384,NA,NA,NA,7241728,1014512,61,4006942161777933379,0,779875,805500,812834,all,4950667,2552458,2552458,779875,0,805500,812834
radix,fdece4e,versions,20260921,16384,16384,4,0,0.00178879,16384,NA,NA,NA,8929280,2801768,171,4006942161777933379,0,1183167,1661541,1474875,all,6395167,1788792,1788792,1183167,286792,1661541,1474875
radix,fdece4e,versions,20260921,16384,16384,4,0,0.00194742,16384,NA,NA,NA,9060352,2811760,171,4006942161777933379,0,917208,1024833,833667,all,4841083,1947417,1947417,917208,117958,1024833,833667
vector,fdece4e,versions,20260921,16384,16384,4,0,0.000925875,16384,NA,NA,NA,7421952,700331,42,4006942161777933379,0,3742000,3552958,833625,all,9054583,925875,925875,3742000,125,3552958,833625
skiplist,fdece4e,versions,20260921,16384,16384,4,0,0.00188496,16384,NA,NA,NA,7241728,1017768,62,4006942161777933379,0,812750,775375,802375,all,4275500,1884958,1884958,812750,42,775375,802375
vector,fdece4e,versions,20260921,16384,16384,4,0,0.000909542,16384,NA,NA,NA,7553024,700331,42,4006942161777933379,0,4026541,3961417,821000,all,9718500,909542,909542,4026541,0,3961417,821000
skiplist,fdece4e,versions,20260921,16384,16384,4,0,0.00328196,16384,NA,NA,NA,7290880,1024408,62,4006942161777933379,0,985958,831667,829542,all,5929125,3281958,3281958,985958,0,831667,829542
radix,fdece4e,versions,20260921,16384,16384,4,0,0.00365654,16384,NA,NA,NA,8830976,2806672,171,4006942161777933379,0,1206583,1141958,907709,all,7168292,3656542,3656542,1206583,255500,1141958,907709
radix,fdece4e,versions,20260921,16384,16384,4,0,0.00178546,16384,NA,NA,NA,8962048,2806488,171,4006942161777933379,0,1056250,956958,772750,all,4715584,1785459,1785459,1056250,144167,956958,772750
vector,fdece4e,versions,20260921,16384,16384,4,0,0.000921,16384,NA,NA,NA,7503872,700311,42,4006942161777933379,0,3638875,3560208,797792,all,8918000,921000,921000,3638875,125,3560208,797792
skiplist,fdece4e,versions,20260921,16384,16384,4,0,0.003737,16384,NA,NA,NA,7094272,1015000,61,4006942161777933379,0,969041,838375,830459,all,6374917,3737000,3737000,969041,42,838375,830459
radix,fdece4e,versions,20260921,16384,16384,8,0,0.00326746,16384,NA,NA,NA,9027584,2801440,170,4006942161777933379,0,2369666,984375,868042,all,7627667,3267459,3267459,2369666,138125,984375,868042
vector,fdece4e,versions,20260921,16384,16384,8,0,0.00121471,16384,NA,NA,NA,7634944,700311,42,4006942161777933379,0,3962125,3660750,819792,all,9657458,1214708,1214708,3962125,83,3660750,819792
skiplist,fdece4e,versions,20260921,16384,16384,8,0,0.00221837,16384,NA,NA,NA,7356416,1018600,62,4006942161777933379,0,785917,799083,799709,all,4603084,2218375,2218375,785917,0,799083,799709
vector,fdece4e,versions,20260921,16384,16384,8,0,0.00117358,16384,NA,NA,NA,7749632,700311,42,4006942161777933379,0,3583875,3506625,783958,all,9048083,1173583,1173583,3583875,42,3506625,783958
skiplist,fdece4e,versions,20260921,16384,16384,8,0,0.00204913,16384,NA,NA,NA,7389184,1019080,62,4006942161777933379,0,840000,773083,798958,all,4461207,2049125,2049125,840000,41,773083,798958
radix,fdece4e,versions,20260921,16384,16384,8,0,0.00265287,16384,NA,NA,NA,9175040,2799488,170,4006942161777933379,0,2178167,1710125,831000,all,7928167,2652875,2652875,2178167,556000,1710125,831000
radix,fdece4e,versions,20260921,16384,16384,8,0,0.00236033,16384,NA,NA,NA,9207808,2804256,171,4006942161777933379,0,951916,992250,788000,all,5225000,2360334,2360334,951916,132500,992250,788000
vector,fdece4e,versions,20260921,16384,16384,8,0,0.00135246,16384,NA,NA,NA,7651328,700291,42,4006942161777933379,0,3593500,3481083,780917,all,9207958,1352458,1352458,3593500,0,3481083,780917
skiplist,fdece4e,versions,20260921,16384,16384,8,0,0.00207737,16384,NA,NA,NA,7356416,1021160,62,4006942161777933379,0,842458,772125,771292,all,4463250,2077375,2077375,842458,0,772125,771292
vector,fdece4e,versions,20260921,16384,16384,8,0,0.00120392,16384,NA,NA,NA,7684096,700331,42,4006942161777933379,0,3501667,3645291,813250,all,9164166,1203917,1203917,3501667,41,3645291,813250
skiplist,fdece4e,versions,20260921,16384,16384,8,0,0.00513258,16384,NA,NA,NA,7340032,1015136,61,4006942161777933379,0,1042708,823792,806416,all,7805500,5132584,5132584,1042708,0,823792,806416
radix,fdece4e,versions,20260921,16384,16384,8,0,0.00405925,16384,NA,NA,NA,9011200,2799416,170,4006942161777933379,0,2804125,1042667,925208,all,9001000,4059250,4059250,2804125,169750,1042667,925208
radix,fdece4e,versions,20260921,16384,16384,8,0,0.00261592,16384,NA,NA,NA,9256960,2805560,171,4006942161777933379,0,990042,909958,1158417,all,5787750,2615917,2615917,990042,113416,909958,1158417
vector,fdece4e,versions,20260921,16384,16384,8,0,0.00124446,16384,NA,NA,NA,7651328,700251,42,4006942161777933379,0,3658042,3799041,826167,all,9527792,1244458,1244458,3658042,84,3799041,826167
skiplist,fdece4e,versions,20260921,16384,16384,8,0,0.00201987,16384,NA,NA,NA,7372800,1022296,62,4006942161777933379,0,807667,790791,774209,all,4392542,2019875,2019875,807667,0,790791,774209
vector,fdece4e,ascending,20260921,131072,131072,1,0,0.013735,131072,NA,NA,NA,15482880,5433534,41,454339457082336225,0,8312833,9005292,6875375,all,37928542,13735042,13735042,8312833,0,9005292,6875375
skiplist,fdece4e,ascending,20260921,131072,131072,1,0,0.0590518,131072,NA,NA,NA,14581760,7751320,59,454339457082336225,0,6405917,6745250,7444041,all,79647041,59051792,59051792,6405917,41,6745250,7444041
radix,fdece4e,ascending,20260921,131072,131072,1,0,0.0320206,131072,NA,NA,NA,30162944,23286736,177,454339457082336225,0,7135125,7911000,7036333,all,55280000,32020625,32020625,7135125,1176917,7911000,7036333
radix,fdece4e,ascending,20260921,131072,131072,1,0,0.0326973,131072,NA,NA,NA,30146560,23286736,177,454339457082336225,0,7010750,7252458,6465084,all,54322500,32697333,32697333,7010750,896875,7252458,6465084
vector,fdece4e,ascending,20260921,131072,131072,1,0,0.0135207,131072,NA,NA,NA,15450112,5433534,41,454339457082336225,0,8757500,8808708,6442875,all,37529750,13520667,13520667,8757500,0,8808708,6442875
skiplist,fdece4e,ascending,20260921,131072,131072,1,0,0.052501,131072,NA,NA,NA,14581760,7750104,59,454339457082336225,0,6833833,6641542,6507083,all,72483458,52501000,52501000,6833833,0,6641542,6507083
vector,fdece4e,ascending,20260921,131072,131072,1,0,0.0136542,131072,NA,NA,NA,15450112,5433534,41,454339457082336225,0,8440375,9011792,6619083,all,37725417,13654167,13654167,8440375,0,9011792,6619083
skiplist,fdece4e,ascending,20260921,131072,131072,1,0,0.053338,131072,NA,NA,NA,14565376,7754088,59,454339457082336225,0,6417417,6270083,6771667,all,72797208,53338000,53338000,6417417,41,6270083,6771667
radix,fdece4e,ascending,20260921,131072,131072,1,0,0.0307777,131072,NA,NA,NA,30162944,23286736,177,454339457082336225,0,6438417,7533667,6612500,all,52116375,30777750,30777750,6438417,754041,7533667,6612500
radix,fdece4e,ascending,20260921,131072,131072,1,0,0.0312897,131072,NA,NA,NA,30162944,23286736,177,454339457082336225,0,6814750,8186875,6772000,all,54554208,31289750,31289750,6814750,1490833,8186875,6772000
vector,fdece4e,ascending,20260921,131072,131072,1,0,0.0148322,131072,NA,NA,NA,15941632,5433534,41,454339457082336225,0,8160459,8483500,6771041,all,38247374,14832166,14832166,8160459,208,8483500,6771041
skiplist,fdece4e,ascending,20260921,131072,131072,1,0,0.0554464,131072,NA,NA,NA,14614528,7755576,59,454339457082336225,0,6661584,6571500,6807541,all,75487083,55446416,55446416,6661584,42,6571500,6807541
vector,fdece4e,ascending,20260921,131072,131072,1,0,0.0141933,131072,NA,NA,NA,15466496,5433534,41,454339457082336225,0,8851958,8158542,6643292,all,37847167,14193333,14193333,8851958,42,8158542,6643292
skiplist,fdece4e,ascending,20260921,131072,131072,1,0,0.0556565,131072,NA,NA,NA,14581760,7752304,59,454339457082336225,0,6427834,6439958,6330667,all,74854917,55656458,55656458,6427834,0,6439958,6330667
radix,fdece4e,ascending,20260921,131072,131072,1,0,0.0324165,131072,NA,NA,NA,30162944,23286736,177,454339457082336225,0,6679000,7041667,6604750,all,53443416,32416541,32416541,6679000,701458,7041667,6604750
radix,fdece4e,ascending,20260921,131072,131072,4,0,0.0224713,131072,NA,NA,NA,32735232,25350256,193,454339457082336225,0,7967292,9613708,10347084,all,52314583,22471291,22471291,7967292,1915208,9613708,10347084
vector,fdece4e,ascending,20260921,131072,131072,4,0,0.0118421,131072,NA,NA,NA,16416768,5603211,42,454339457082336225,0,41291167,39150208,6299833,all,98583333,11842125,11842125,41291167,0,39150208,6299833
skiplist,fdece4e,ascending,20260921,131072,131072,4,0,0.0252026,131072,NA,NA,NA,15269888,8174312,62,454339457082336225,0,6554708,6405667,6528166,all,44691166,25202625,25202625,6554708,0,6405667,6528166
vector,fdece4e,ascending,20260921,131072,131072,4,0,0.00612229,131072,NA,NA,NA,16318464,5603231,42,454339457082336225,0,43800500,42520875,7084792,all,99528583,6122291,6122291,43800500,125,42520875,7084792
skiplist,fdece4e,ascending,20260921,131072,131072,4,0,0.021367,131072,NA,NA,NA,15384576,8115216,61,454339457082336225,0,6720625,6866917,6444416,all,41398958,21367000,21367000,6720625,0,6866917,6444416
radix,fdece4e,ascending,20260921,131072,131072,4,0,0.0206625,131072,NA,NA,NA,33226752,25854768,197,454339457082336225,0,7458875,10544333,7753375,all,49262958,20662542,20662542,7458875,2843833,10544333,7753375
radix,fdece4e,ascending,20260921,131072,131072,4,0,0.0198866,131072,NA,NA,NA,33193984,25872880,197,454339457082336225,0,9113167,11060333,7725417,all,49512792,19886625,19886625,9113167,1727250,11060333,7725417
vector,fdece4e,ascending,20260921,131072,131072,4,0,0.010245,131072,NA,NA,NA,16760832,5603231,42,454339457082336225,0,39147458,36818875,6485834,all,92697209,10245000,10245000,39147458,42,36818875,6485834
skiplist,fdece4e,ascending,20260921,131072,131072,4,0,0.0215751,131072,NA,NA,NA,15417344,8176456,62,454339457082336225,0,6439417,6350250,6469291,all,40834041,21575083,21575083,6439417,0,6350250,6469291
vector,fdece4e,ascending,20260921,131072,131072,4,0,0.00596721,131072,NA,NA,NA,15253504,5603231,42,454339457082336225,0,40487458,37206167,6646792,all,90307667,5967208,5967208,40487458,42,37206167,6646792
skiplist,fdece4e,ascending,20260921,131072,131072,4,0,0.021521,131072,NA,NA,NA,15417344,8114648,61,454339457082336225,0,7193459,6477875,7229791,all,42422208,21521041,21521041,7193459,42,6477875,7229791
radix,fdece4e,ascending,20260921,131072,131072,4,0,0.0204998,131072,NA,NA,NA,32849920,25551864,194,454339457082336225,0,7763417,10972041,8779584,all,51050208,20499833,20499833,7763417,3035333,10972041,8779584
radix,fdece4e,ascending,20260921,131072,131072,4,0,0.0224658,131072,NA,NA,NA,32899072,25621648,195,454339457082336225,0,8207625,9663917,8371292,all,50136959,22465833,22465833,8207625,1428292,9663917,8371292
vector,fdece4e,ascending,20260921,131072,131072,4,0,0.00811883,131072,NA,NA,NA,15679488,5603231,42,454339457082336225,0,39686000,37116375,6461208,all,91382542,8118834,8118834,39686000,125,37116375,6461208
skiplist,fdece4e,ascending,20260921,131072,131072,4,0,0.0173125,131072,NA,NA,NA,15400960,8127712,62,454339457082336225,0,6724875,7847958,6405542,all,38290833,17312458,17312458,6724875,0,7847958,6405542
radix,fdece4e,ascending,20260921,131072,131072,8,0,0.0221221,131072,NA,NA,NA,32784384,25358072,193,454339457082336225,0,9876000,11248958,7180709,all,53559417,22122083,22122083,9876000,3131667,11248958,7180709
vector,fdece4e,ascending,20260921,131072,131072,8,0,0.00835075,131072,NA,NA,NA,16777216,5603239,42,454339457082336225,0,38055875,35612958,6570458,all,88590083,8350750,8350750,38055875,42,35612958,6570458
skiplist,fdece4e,ascending,20260921,131072,131072,8,0,0.0167399,131072,NA,NA,NA,15384576,8174696,62,454339457082336225,0,6715750,6983125,6349625,all,36788459,16739917,16739917,6715750,42,6983125,6349625
vector,fdece4e,ascending,20260921,131072,131072,8,0,0.0125007,131072,NA,NA,NA,16236544,5603117,42,454339457082336225,0,35554750,34960584,6633291,all,89649750,12500750,12500750,35554750,375,34960584,6633291
skiplist,fdece4e,ascending,20260921,131072,131072,8,0,0.0201622,131072,NA,NA,NA,15433728,8151792,62,454339457082336225,0,6746708,6768667,6289333,all,39966875,20162167,20162167,6746708,0,6768667,6289333
radix,fdece4e,ascending,20260921,131072,131072,8,0,0.0217726,131072,NA,NA,NA,32800768,25491352,194,454339457082336225,0,10295125,9657583,9758083,all,53363625,21772584,21772584,10295125,1880250,9657583,9758083
radix,fdece4e,ascending,20260921,131072,131072,8,0,0.0228267,131072,NA,NA,NA,32800768,25444776,194,454339457082336225,0,8246625,9575375,9558542,all,51675793,22826667,22826667,8246625,1468584,9575375,9558542
vector,fdece4e,ascending,20260921,131072,131072,8,0,0.012994,131072,NA,NA,NA,16482304,5603239,42,454339457082336225,0,34748375,34036541,6917709,all,88696709,12994042,12994042,34748375,42,34036541,6917709
skiplist,fdece4e,ascending,20260921,131072,131072,8,0,0.017557,131072,NA,NA,NA,15482880,8163224,62,454339457082336225,0,7821000,7065250,6417708,all,38860958,17556958,17556958,7821000,42,7065250,6417708
